practice,count_trial_sequence,datetime,correct,display_size,distractor,response_time,isRandom,PARTICIPANT,RT,BLOCK
no,388,11/28/17 14:02,1,5,absent,608.7828354,blocked,3082,608.7828354,4
no,389,11/28/17 14:02,1,5,absent,460.8644592,blocked,3082,460.8644592,4
no,390,11/28/17 14:02,1,5,absent,491.8087369,blocked,3082,491.8087369,4
no,391,11/28/17 14:02,1,5,absent,508.6371323,blocked,3082,508.6371323,4
no,392,11/28/17 14:02,1,5,absent,539.3938917,blocked,3082,539.3938917,4
no,393,11/28/17 14:02,1,5,absent,427.2104058,blocked,3082,427.2104058,4
no,394,11/28/17 14:02,1,5,absent,668.0984895,blocked,3082,668.0984895,4
no,395,11/28/17 14:02,1,5,absent,484.0274132,blocked,3082,484.0274132,4
no,396,11/28/17 14:02,1,5,absent,483.9726634,blocked,3082,483.9726634,4
no,397,11/28/17 14:02,1,5,absent,555.5604983,blocked,3082,555.5604983,4
no,398,11/28/17 14:02,1,5,absent,475.715016,blocked,3082,475.715016,4
no,399,11/28/17 14:02,0,5,absent,379.5123293,blocked,3082,379.5123293,4
no,400,11/28/17 14:02,1,5,absent,564.451533,blocked,3082,564.451533,4
no,401,11/28/17 14:02,1,5,absent,587.2107069,blocked,3082,587.2107069,4
no,402,11/28/17 14:02,1,5,absent,514.8662974,blocked,3082,514.8662974,4
no,403,11/28/17 14:02,1,5,absent,604.0172024,blocked,3082,604.0172024,4
no,404,11/28/17 14:02,1,5,absent,523.8161883,blocked,3082,523.8161883,4
no,405,11/28/17 14:02,1,5,absent,531.4370264,blocked,3082,531.4370264,4
no,406,11/28/17 14:02,1,5,absent,683.5293949,blocked,3082,683.5293949,4
no,407,11/28/17 14:02,1,5,absent,507.2403266,blocked,3082,507.2403266,4
no,408,11/28/17 14:02,1,5,absent,547.1273092,blocked,3082,547.1273092,4
no,409,11/28/17 14:02,1,5,absent,522.7061349,blocked,3082,522.7061349,4
no,410,11/28/17 14:02,1,5,absent,483.9562384,blocked,3082,483.9562384,4
no,411,11/28/17 14:02,1,5,absent,512.7543216,blocked,3082,512.7543216,4
no,412,11/28/17 14:02,1,5,absent,435.5710513,blocked,3082,435.5710513,4
no,413,11/28/17 14:02,1,5,absent,524.5272521,blocked,3082,524.5272521,4
no,414,11/28/17 14:02,1,5,absent,411.4739278,blocked,3082,411.4739278,4
no,415,11/28/17 14:02,1,5,absent,567.6208654,blocked,3082,567.6208654,4
no,416,11/28/17 14:02,1,5,absent,483.205481,blocked,3082,483.205481,4
no,417,11/28/17 14:02,1,5,absent,363.7936451,blocked,3082,363.7936451,4
no,418,11/28/17 14:02,1,5,absent,395.9164134,blocked,3082,395.9164134,4
no,419,11/28/17 14:02,0,5,absent,475.6794286,blocked,3082,475.6794286,4
no,420,11/28/17 14:02,0,5,absent,507.628024,blocked,3082,507.628024,4
no,421,11/28/17 14:02,1,5,absent,563.413681,blocked,3082,563.413681,4
no,422,11/28/17 14:02,1,5,absent,483.3050573,blocked,3082,483.3050573,4
no,423,11/28/17 14:02,1,5,absent,467.1624038,blocked,3082,467.1624038,4
no,424,11/28/17 14:02,1,5,absent,635.0073331,blocked,3082,635.0073331,4
no,425,11/28/17 14:02,1,5,absent,522.9319781,blocked,3082,522.9319781,4
no,426,11/28/17 14:02,1,5,absent,483.850845,blocked,3082,483.850845,4
no,427,11/28/17 14:02,1,5,absent,499.7050351,blocked,3082,499.7050351,4
no,428,11/28/17 14:02,1,5,absent,555.404119,blocked,3082,555.404119,4
no,429,11/28/17 14:02,1,5,absent,459.193562,blocked,3082,459.193562,4
no,430,11/28/17 14:02,1,5,absent,819.0873062,blocked,3082,819.0873062,4
no,431,11/28/17 14:02,1,5,absent,530.9819182,blocked,3082,530.9819182,4
no,432,11/28/17 14:02,1,5,absent,434.9010499,blocked,3082,434.9010499,4
no,433,11/28/17 14:02,1,5,absent,539.6943315,blocked,3082,539.6943315,4
no,434,11/28/17 14:02,0,5,absent,379.8202973,blocked,3082,379.8202973,4
no,435,11/28/17 14:02,1,5,absent,500.5403127,blocked,3082,500.5403127,4
no,436,11/28/17 14:02,1,5,absent,483.3977899,blocked,3082,483.3977899,4
no,437,11/28/17 14:02,0,5,absent,467.2236552,blocked,3082,467.2236552,4
no,438,11/28/17 14:02,1,5,absent,745.0767901,blocked,3082,745.0767901,4
no,439,11/28/17 14:02,1,5,absent,467.0925978,blocked,3082,467.0925978,4
no,440,11/28/17 14:02,1,5,absent,538.9363882,blocked,3082,538.9363882,4
no,441,11/28/17 14:02,1,5,absent,507.8165688,blocked,3082,507.8165688,4
no,442,11/28/17 14:02,1,5,absent,532.3592193,blocked,3082,532.3592193,4
no,443,11/28/17 14:02,1,5,absent,659.3675981,blocked,3082,659.3675981,4
no,444,11/28/17 14:02,1,5,absent,498.395487,blocked,3082,498.395487,4
no,445,11/28/17 14:02,1,5,absent,523.2016212,blocked,3082,523.2016212,4
no,446,11/28/17 14:02,1,5,absent,452.2208253,blocked,3082,452.2208253,4
no,447,11/28/17 14:02,1,5,absent,1073.761746,blocked,3082,1073.761746,4
yes,0,12/1/17 15:07,1,5,present,1138.068192,blocked,3098,1138.068192,1p
yes,1,12/1/17 15:07,1,5,present,667.0811687,blocked,3098,667.0811687,1p
yes,2,12/1/17 15:07,1,5,present,682.3584323,blocked,3098,682.3584323,1p
yes,3,12/1/17 15:07,1,5,present,758.52096,blocked,3098,758.52096,1p
yes,4,12/1/17 15:07,1,5,present,714.5770129,blocked,3098,714.5770129,1p
yes,5,12/1/17 15:07,1,5,present,1001.318103,blocked,3098,1001.318103,1p
yes,6,12/1/17 15:07,1,5,present,776.0419411,blocked,3098,776.0419411,1p
yes,7,12/1/17 15:07,1,5,present,799.3417698,blocked,3098,799.3417698,1p
yes,8,12/1/17 15:07,1,5,present,646.9588849,blocked,3098,646.9588849,1p
yes,9,12/1/17 15:07,1,5,present,612.821664,blocked,3098,612.821664,1p
yes,10,12/1/17 15:07,1,5,present,537.5813292,blocked,3098,537.5813292,1p
yes,11,12/1/17 15:07,1,5,present,675.580742,blocked,3098,675.580742,1p
no,12,12/1/17 15:07,1,5,present,681.327424,blocked,3098,681.327424,1
no,13,12/1/17 15:07,1,5,present,912.2931225,blocked,3098,912.2931225,1
no,14,12/1/17 15:07,1,5,present,718.1908457,blocked,3098,718.1908457,1
no,15,12/1/17 15:07,1,5,present,644.7131142,blocked,3098,644.7131142,1
no,16,12/1/17 15:07,1,5,present,611.8652524,blocked,3098,611.8652524,1
no,17,12/1/17 15:07,1,5,present,743.7189936,blocked,3098,743.7189936,1
no,18,12/1/17 15:07,1,5,present,787.3878227,blocked,3098,787.3878227,1
no,19,12/1/17 15:07,1,5,present,631.3572284,blocked,3098,631.3572284,1
no,20,12/1/17 15:07,1,5,present,899.4063747,blocked,3098,899.4063747,1
no,21,12/1/17 15:07,1,5,present,749.8174434,blocked,3098,749.8174434,1
no,22,12/1/17 15:07,1,5,present,906.8660428,blocked,3098,906.8660428,1
no,23,12/1/17 15:07,1,5,present,667.9373196,blocked,3098,667.9373196,1
no,24,12/1/17 15:07,1,5,present,720.6819642,blocked,3098,720.6819642,1
no,25,12/1/17 15:07,1,5,present,819.7367764,blocked,3098,819.7367764,1
no,26,12/1/17 15:07,1,5,present,741.3459294,blocked,3098,741.3459294,1
no,27,12/1/17 15:07,1,5,present,684.1754432,blocked,3098,684.1754432,1
no,28,12/1/17 15:07,1,5,present,658.0238312,blocked,3098,658.0238312,1
no,29,12/1/17 15:07,1,5,present,665.9201295,blocked,3098,665.9201295,1
no,30,12/1/17 15:07,1,5,present,560.659421,blocked,3098,560.659421,1
no,31,12/1/17 15:07,1,5,present,669.5698919,blocked,3098,669.5698919,1
no,32,12/1/17 15:07,1,5,present,691.4479353,blocked,3098,691.4479353,1
no,33,12/1/17 15:07,1,5,present,636.4626527,blocked,3098,636.4626527,1
no,34,12/1/17 15:07,1,5,present,648.955886,blocked,3098,648.955886,1
no,35,12/1/17 15:07,1,5,present,807.9836927,blocked,3098,807.9836927,1
no,36,12/1/17 15:07,1,5,present,807.907043,blocked,3098,807.907043,1
no,37,12/1/17 15:07,1,5,present,631.7705899,blocked,3098,631.7705899,1
no,38,12/1/17 15:07,1,5,present,653.6814831,blocked,3098,653.6814831,1
no,39,12/1/17 15:07,1,5,present,867.7178411,blocked,3098,867.7178411,1
no,40,12/1/17 15:07,1,5,present,716.4231096,blocked,3098,716.4231096,1
no,41,12/1/17 15:07,1,5,present,642.7359599,blocked,3098,642.7359599,1
no,42,12/1/17 15:07,1,5,present,608.7267168,blocked,3098,608.7267168,1
no,43,12/1/17 15:07,1,5,present,1053.747251,blocked,3098,1053.747251,1
no,44,12/1/17 15:07,1,5,present,677.1198974,blocked,3098,677.1198974,1
no,45,12/1/17 15:07,1,5,present,728.6904997,blocked,3098,728.6904997,1
no,46,12/1/17 15:07,1,5,present,568.3285074,blocked,3098,568.3285074,1
no,47,12/1/17 15:07,1,5,present,633.3309608,blocked,3098,633.3309608,1
no,48,12/1/17 15:07,1,5,present,721.0419445,blocked,3098,721.0419445,1
no,49,12/1/17 15:07,1,5,present,687.0251733,blocked,3098,687.0251733,1
no,50,12/1/17 15:07,1,5,present,813.433699,blocked,3098,813.433699,1
no,51,12/1/17 15:07,1,5,present,615.8318796,blocked,3098,615.8318796,1
no,52,12/1/17 15:07,1,5,present,752.7753045,blocked,3098,752.7753045,1
no,53,12/1/17 15:07,1,5,present,956.3718912,blocked,3098,956.3718912,1
no,54,12/1/17 15:07,1,5,present,605.1169902,blocked,3098,605.1169902,1
no,55,12/1/17 15:07,1,5,present,685.0623909,blocked,3098,685.0623909,1
no,56,12/1/17 15:07,1,5,present,733.6210666,blocked,3098,733.6210666,1
no,57,12/1/17 15:07,1,5,present,725.7747276,blocked,3098,725.7747276,1
no,58,12/1/17 15:07,1,5,present,771.4816201,blocked,3098,771.4816201,1
no,59,12/1/17 15:07,1,5,present,886.1086607,blocked,3098,886.1086607,1
no,60,12/1/17 15:07,1,5,present,818.2496334,blocked,3098,818.2496334,1
no,61,12/1/17 15:07,1,5,present,563.2244518,blocked,3098,563.2244518,1
no,62,12/1/17 15:07,1,5,present,793.5803738,blocked,3098,793.5803738,1
no,63,12/1/17 15:07,1,5,present,673.7876842,blocked,3098,673.7876842,1
no,64,12/1/17 15:07,1,5,present,566.9077486,blocked,3098,566.9077486,1
no,65,12/1/17 15:07,1,5,present,653.1144799,blocked,3098,653.1144799,1
no,66,12/1/17 15:07,1,5,present,742.0145621,blocked,3098,742.0145621,1
no,67,12/1/17 15:07,1,5,present,550.1026218,blocked,3098,550.1026218,1
no,68,12/1/17 15:07,1,5,present,608.363999,blocked,3098,608.363999,1
no,69,12/1/17 15:07,1,5,present,569.1884223,blocked,3098,569.1884223,1
no,70,12/1/17 15:07,1,5,present,763.8197197,blocked,3098,763.8197197,1
no,71,12/1/17 15:07,1,5,present,574.3017169,blocked,3098,574.3017169,1
no,72,12/1/17 15:07,1,5,present,934.1981986,blocked,3098,934.1981986,1
no,73,12/1/17 15:07,1,5,present,583.4288604,blocked,3098,583.4288604,1
no,74,12/1/17 15:07,1,5,present,644.4684507,blocked,3098,644.4684507,1
no,75,12/1/17 15:07,1,5,present,535.184312,blocked,3098,535.184312,1
no,76,12/1/17 15:07,1,5,present,574.7616157,blocked,3098,574.7616157,1
no,77,12/1/17 15:07,1,5,present,653.3913089,blocked,3098,653.3913089,1
no,78,12/1/17 15:07,1,5,present,542.8390265,blocked,3098,542.8390265,1
no,79,12/1/17 15:07,1,5,present,548.3386498,blocked,3098,548.3386498,1
no,80,12/1/17 15:07,1,5,present,770.1440126,blocked,3098,770.1440126,1
no,81,12/1/17 15:07,1,5,present,603.189453,blocked,3098,603.189453,1
no,82,12/1/17 15:07,1,5,present,716.828943,blocked,3098,716.828943,1
no,83,12/1/17 15:07,1,5,present,723.7979155,blocked,3098,723.7979155,1
no,84,12/1/17 15:07,1,5,present,648.7858192,blocked,3098,648.7858192,1
no,85,12/1/17 15:07,1,5,present,549.7214259,blocked,3098,549.7214259,1
no,86,12/1/17 15:07,1,5,present,523.6779449,blocked,3098,523.6779449,1
no,87,12/1/17 15:07,1,5,present,591.0767312,blocked,3098,591.0767312,1
no,88,12/1/17 15:07,1,5,present,643.9168459,blocked,3098,643.9168459,1
no,89,12/1/17 15:07,1,5,present,772.948232,blocked,3098,772.948232,1
no,90,12/1/17 15:07,1,5,present,631.8547678,blocked,3098,631.8547678,1
no,91,12/1/17 15:07,1,5,present,959.9716943,blocked,3098,959.9716943,1
no,92,12/1/17 15:07,1,5,present,519.4355153,blocked,3098,519.4355153,1
no,93,12/1/17 15:07,1,5,present,816.160584,blocked,3098,816.160584,1
no,94,12/1/17 15:07,1,5,present,545.1179894,blocked,3098,545.1179894,1
no,95,12/1/17 15:07,1,5,present,567.7009371,blocked,3098,567.7009371,1
no,96,12/1/17 15:07,1,5,present,540.864952,blocked,3098,540.864952,1
no,97,12/1/17 15:07,1,5,present,569.5627745,blocked,3098,569.5627745,1
no,98,12/1/17 15:07,1,5,present,491.6626232,blocked,3098,491.6626232,1
no,99,12/1/17 15:07,1,5,present,527.2876715,blocked,3098,527.2876715,1
no,100,12/1/17 15:07,1,5,present,418.0593091,blocked,3098,418.0593091,1
no,101,12/1/17 15:07,1,5,present,510.3668856,blocked,3098,510.3668856,1
no,102,12/1/17 15:07,0,5,present,455.0602899,blocked,3098,455.0602899,1
no,103,12/1/17 15:07,1,5,present,818.0429526,blocked,3098,818.0429526,1
no,104,12/1/17 15:07,1,5,present,657.6884883,blocked,3098,657.6884883,1
no,105,12/1/17 15:07,1,5,present,542.2514921,blocked,3098,542.2514921,1
no,106,12/1/17 15:07,1,5,present,671.7920518,blocked,3098,671.7920518,1
no,107,12/1/17 15:07,1,5,present,513.2549407,blocked,3098,513.2549407,1
no,108,12/1/17 15:07,1,5,present,618.1012612,blocked,3098,618.1012612,1
no,109,12/1/17 15:07,1,5,present,835.7415287,blocked,3098,835.7415287,1
no,110,12/1/17 15:07,1,5,present,669.8535647,blocked,3098,669.8535647,1
no,111,12/1/17 15:07,1,5,present,511.8444474,blocked,3098,511.8444474,1
yes,112,12/1/17 15:07,1,9,present,1183.727863,blocked,3098,1183.727863,2p
yes,113,12/1/17 15:07,1,9,present,974.3076025,blocked,3098,974.3076025,2p
yes,114,12/1/17 15:07,1,9,present,619.5723215,blocked,3098,619.5723215,2p
yes,115,12/1/17 15:07,1,9,present,498.4331275,blocked,3098,498.4331275,2p
yes,116,12/1/17 15:07,1,9,present,555.9095286,blocked,3098,555.9095286,2p
yes,117,12/1/17 15:07,1,9,present,739.6158339,blocked,3098,739.6158339,2p
yes,118,12/1/17 15:07,1,9,present,562.0086628,blocked,3098,562.0086628,2p
yes,119,12/1/17 15:07,1,9,present,706.8514657,blocked,3098,706.8514657,2p
yes,120,12/1/17 15:07,1,9,present,690.6639858,blocked,3098,690.6639858,2p
yes,121,12/1/17 15:07,1,9,present,608.3113022,blocked,3098,608.3113022,2p
yes,122,12/1/17 15:07,1,9,present,914.2459815,blocked,3098,914.2459815,2p
yes,123,12/1/17 15:07,1,9,present,576.9345007,blocked,3098,576.9345007,2p
no,124,12/1/17 15:07,1,9,present,857.1151889,blocked,3098,857.1151889,2
no,125,12/1/17 15:07,1,9,present,632.1418624,blocked,3098,632.1418624,2
no,126,12/1/17 15:07,1,9,present,539.075316,blocked,3098,539.075316,2
no,127,12/1/17 15:07,1,9,present,701.9246628,blocked,3098,701.9246628,2
no,128,12/1/17 15:07,1,9,present,606.8850684,blocked,3098,606.8850684,2
no,129,12/1/17 15:07,1,9,present,547.7914934,blocked,3098,547.7914934,2
no,130,12/1/17 15:07,1,9,present,616.278091,blocked,3098,616.278091,2
no,131,12/1/17 15:07,1,9,present,641.0027847,blocked,3098,641.0027847,2
no,132,12/1/17 15:07,1,9,present,506.4847785,blocked,3098,506.4847785,2
no,133,12/1/17 15:07,1,9,present,506.0830514,blocked,3098,506.0830514,2
no,134,12/1/17 15:07,1,9,present,515.0312314,blocked,3098,515.0312314,2
no,135,12/1/17 15:07,1,9,present,657.7545304,blocked,3098,657.7545304,2
no,136,12/1/17 15:07,1,9,present,658.8810087,blocked,3098,658.8810087,2
no,137,12/1/17 15:07,1,9,present,516.5649118,blocked,3098,516.5649118,2
no,138,12/1/17 15:07,1,9,present,576.2638149,blocked,3098,576.2638149,2
no,139,12/1/17 15:07,1,9,present,566.0084821,blocked,3098,566.0084821,2
no,140,12/1/17 15:07,1,9,present,541.9195711,blocked,3098,541.9195711,2
no,141,12/1/17 15:07,1,9,present,584.8780207,blocked,3098,584.8780207,2
no,142,12/1/17 15:07,1,9,present,553.8249277,blocked,3098,553.8249277,2
no,143,12/1/17 15:07,1,9,present,531.5198355,blocked,3098,531.5198355,2
no,144,12/1/17 15:07,1,9,present,493.5432808,blocked,3098,493.5432808,2
no,145,12/1/17 15:07,1,9,present,598.4008935,blocked,3098,598.4008935,2
no,146,12/1/17 15:07,1,9,present,629.1206967,blocked,3098,629.1206967,2
no,147,12/1/17 15:07,1,9,present,566.1576755,blocked,3098,566.1576755,2
no,148,12/1/17 15:07,1,9,present,502.9256956,blocked,3098,502.9256956,2
no,149,12/1/17 15:07,1,9,present,538.1336184,blocked,3098,538.1336184,2
no,150,12/1/17 15:07,1,9,present,509.6435031,blocked,3098,509.6435031,2
no,151,12/1/17 15:07,1,9,present,474.290151,blocked,3098,474.290151,2
no,152,12/1/17 15:07,1,9,present,477.770531,blocked,3098,477.770531,2
no,153,12/1/17 15:07,1,9,present,553.8211637,blocked,3098,553.8211637,2
no,154,12/1/17 15:07,1,9,present,545.2610234,blocked,3098,545.2610234,2
no,155,12/1/17 15:07,1,9,present,541.538033,blocked,3098,541.538033,2
no,156,12/1/17 15:07,1,9,present,606.7327954,blocked,3098,606.7327954,2
no,157,12/1/17 15:07,1,9,present,516.6603818,blocked,3098,516.6603818,2
no,158,12/1/17 15:07,1,9,present,628.5571154,blocked,3098,628.5571154,2
no,159,12/1/17 15:07,1,9,present,529.2596929,blocked,3098,529.2596929,2
no,160,12/1/17 15:07,1,9,present,474.0468563,blocked,3098,474.0468563,2
no,161,12/1/17 15:07,1,9,present,485.9901957,blocked,3098,485.9901957,2
no,162,12/1/17 15:07,1,9,present,512.6441375,blocked,3098,512.6441375,2
no,163,12/1/17 15:07,1,9,present,601.1845816,blocked,3098,601.1845816,2
no,164,12/1/17 15:07,1,9,present,492.1498969,blocked,3098,492.1498969,2
no,165,12/1/17 15:07,1,9,present,672.7412775,blocked,3098,672.7412775,2
no,166,12/1/17 15:07,1,9,present,591.2214762,blocked,3098,591.2214762,2
no,167,12/1/17 15:07,1,9,present,491.8874398,blocked,3098,491.8874398,2
no,168,12/1/17 15:07,1,9,present,621.5929334,blocked,3098,621.5929334,2
no,169,12/1/17 15:07,1,9,present,504.7067769,blocked,3098,504.7067769,2
no,170,12/1/17 15:07,1,9,present,512.7943575,blocked,3098,512.7943575,2
no,171,12/1/17 15:07,1,9,present,582.8399573,blocked,3098,582.8399573,2
no,172,12/1/17 15:07,1,9,present,551.7362207,blocked,3098,551.7362207,2
no,173,12/1/17 15:07,1,9,present,595.5244728,blocked,3098,595.5244728,2
no,174,12/1/17 15:07,1,9,present,573.9472116,blocked,3098,573.9472116,2
no,175,12/1/17 15:07,1,9,present,707.0954448,blocked,3098,707.0954448,2
no,176,12/1/17 15:07,1,9,present,627.3409842,blocked,3098,627.3409842,2
no,177,12/1/17 15:07,1,9,present,491.4675768,blocked,3098,491.4675768,2
no,178,12/1/17 15:07,1,9,present,494.7949994,blocked,3098,494.7949994,2
no,179,12/1/17 15:07,1,9,present,635.5195864,blocked,3098,635.5195864,2
no,180,12/1/17 15:07,1,9,present,495.5040101,blocked,3098,495.5040101,2
no,181,12/1/17 15:07,1,9,present,528.1479287,blocked,3098,528.1479287,2
no,182,12/1/17 15:07,1,9,present,535.2914164,blocked,3098,535.2914164,2
no,183,12/1/17 15:07,1,9,present,532.7691589,blocked,3098,532.7691589,2
no,184,12/1/17 15:07,0,9,present,541.8128089,blocked,3098,541.8128089,2
no,185,12/1/17 15:07,1,9,present,736.5926152,blocked,3098,736.5926152,2
no,186,12/1/17 15:07,1,9,present,569.6308696,blocked,3098,569.6308696,2
no,187,12/1/17 15:07,1,9,present,577.5141648,blocked,3098,577.5141648,2
no,188,12/1/17 15:07,1,9,present,677.2232378,blocked,3098,677.2232378,2
no,189,12/1/17 15:07,1,9,present,636.1406551,blocked,3098,636.1406551,2
no,190,12/1/17 15:07,1,9,present,847.9688829,blocked,3098,847.9688829,2
no,191,12/1/17 15:07,1,9,present,754.3770801,blocked,3098,754.3770801,2
no,192,12/1/17 15:07,1,9,present,607.7028944,blocked,3098,607.7028944,2
no,193,12/1/17 15:07,1,9,present,683.5119433,blocked,3098,683.5119433,2
no,194,12/1/17 15:07,1,9,present,696.9708272,blocked,3098,696.9708272,2
no,195,12/1/17 15:07,1,9,present,512.3389071,blocked,3098,512.3389071,2
no,196,12/1/17 15:07,1,9,present,513.6905442,blocked,3098,513.6905442,2
no,197,12/1/17 15:07,1,9,present,579.7876527,blocked,3098,579.7876527,2
no,198,12/1/17 15:07,1,9,present,539.5670381,blocked,3098,539.5670381,2
no,199,12/1/17 15:07,1,9,present,560.5968008,blocked,3098,560.5968008,2
no,200,12/1/17 15:07,1,9,present,497.5687641,blocked,3098,497.5687641,2
no,201,12/1/17 15:07,1,9,present,603.6106847,blocked,3098,603.6106847,2
no,202,12/1/17 15:07,1,9,present,501.2031281,blocked,3098,501.2031281,2
no,203,12/1/17 15:07,1,9,present,965.8877587,blocked,3098,965.8877587,2
no,204,12/1/17 15:07,1,9,present,535.0700216,blocked,3098,535.0700216,2
no,205,12/1/17 15:07,1,9,present,566.7814817,blocked,3098,566.7814817,2
no,206,12/1/17 15:07,1,9,present,619.3851454,blocked,3098,619.3851454,2
no,207,12/1/17 15:07,1,9,present,572.3936843,blocked,3098,572.3936843,2
no,208,12/1/17 15:07,1,9,present,801.4417691,blocked,3098,801.4417691,2
no,209,12/1/17 15:07,0,9,present,576.0283906,blocked,3098,576.0283906,2
no,210,12/1/17 15:07,1,9,present,864.1026396,blocked,3098,864.1026396,2
no,211,12/1/17 15:07,1,9,present,642.4834262,blocked,3098,642.4834262,2
no,212,12/1/17 15:07,1,9,present,618.8321718,blocked,3098,618.8321718,2
no,213,12/1/17 15:07,1,9,present,619.2941238,blocked,3098,619.2941238,2
no,214,12/1/17 15:07,1,9,present,669.3313879,blocked,3098,669.3313879,2
no,215,12/1/17 15:07,1,9,present,708.163067,blocked,3098,708.163067,2
no,216,12/1/17 15:07,1,9,present,598.0210664,blocked,3098,598.0210664,2
no,217,12/1/17 15:07,1,9,present,610.7664912,blocked,3098,610.7664912,2
no,218,12/1/17 15:07,1,9,present,556.9350619,blocked,3098,556.9350619,2
no,219,12/1/17 15:07,1,9,present,555.6282512,blocked,3098,555.6282512,2
no,220,12/1/17 15:07,1,9,present,532.5279173,blocked,3098,532.5279173,2
no,221,12/1/17 15:07,1,9,present,479.2925771,blocked,3098,479.2925771,2
no,222,12/1/17 15:07,1,9,present,509.6089423,blocked,3098,509.6089423,2
no,223,12/1/17 15:07,1,9,present,527.1004954,blocked,3098,527.1004954,2
yes,224,12/1/17 15:07,1,9,absent,1226.267476,blocked,3098,1226.267476,3p
yes,225,12/1/17 15:07,1,9,absent,576.1033294,blocked,3098,576.1033294,3p
yes,226,12/1/17 15:07,1,9,absent,669.4624453,blocked,3098,669.4624453,3p
yes,227,12/1/17 15:07,1,9,absent,532.8328056,blocked,3098,532.8328056,3p
yes,228,12/1/17 15:07,0,9,absent,766.6410483,blocked,3098,766.6410483,3p
yes,229,12/1/17 15:07,1,9,absent,838.5060543,blocked,3098,838.5060543,3p
yes,230,12/1/17 15:07,1,9,absent,601.5291635,blocked,3098,601.5291635,3p
yes,231,12/1/17 15:07,1,9,absent,556.3399994,blocked,3098,556.3399994,3p
yes,232,12/1/17 15:07,1,9,absent,645.2431612,blocked,3098,645.2431612,3p
yes,233,12/1/17 15:07,1,9,absent,572.0207009,blocked,3098,572.0207009,3p
yes,234,12/1/17 15:07,1,9,absent,676.9381963,blocked,3098,676.9381963,3p
yes,235,12/1/17 15:07,1,9,absent,482.8099133,blocked,3098,482.8099133,3p
no,236,12/1/17 15:07,1,9,absent,1049.222176,blocked,3098,1049.222176,3
no,237,12/1/17 15:07,1,9,absent,542.7527955,blocked,3098,542.7527955,3
no,238,12/1/17 15:07,1,9,absent,518.7552483,blocked,3098,518.7552483,3
no,239,12/1/17 15:07,1,9,absent,631.6378215,blocked,3098,631.6378215,3
no,240,12/1/17 15:07,1,9,absent,613.6162213,blocked,3098,613.6162213,3
no,241,12/1/17 15:07,1,9,absent,629.0467845,blocked,3098,629.0467845,3
no,242,12/1/17 15:07,1,9,absent,448.0622314,blocked,3098,448.0622314,3
no,243,12/1/17 15:07,1,9,absent,530.0196894,blocked,3098,530.0196894,3
no,244,12/1/17 15:07,1,9,absent,556.8768902,blocked,3098,556.8768902,3
no,245,12/1/17 15:07,1,9,absent,610.6960007,blocked,3098,610.6960007,3
no,246,12/1/17 15:07,1,9,absent,553.5583644,blocked,3098,553.5583644,3
no,247,12/1/17 15:07,1,9,absent,601.9154922,blocked,3098,601.9154922,3
no,248,12/1/17 15:07,1,9,absent,572.4563045,blocked,3098,572.4563045,3
no,249,12/1/17 15:07,1,9,absent,712.2658845,blocked,3098,712.2658845,3
no,250,12/1/17 15:07,1,9,absent,546.6831509,blocked,3098,546.6831509,3
no,251,12/1/17 15:07,1,9,absent,614.0672232,blocked,3098,614.0672232,3
no,252,12/1/17 15:07,1,9,absent,527.8098483,blocked,3098,527.8098483,3
no,253,12/1/17 15:07,1,9,absent,556.6698672,blocked,3098,556.6698672,3
no,254,12/1/17 15:07,1,9,absent,556.6965578,blocked,3098,556.6965578,3
no,255,12/1/17 15:07,1,9,absent,494.3689771,blocked,3098,494.3689771,3
no,256,12/1/17 15:07,1,9,absent,470.2188146,blocked,3098,470.2188146,3
no,257,12/1/17 15:07,0,9,absent,520.1708743,blocked,3098,520.1708743,3
no,258,12/1/17 15:07,1,9,absent,572.8224441,blocked,3098,572.8224441,3
no,259,12/1/17 15:07,1,9,absent,494.6854997,blocked,3098,494.6854997,3
no,260,12/1/17 15:07,1,9,absent,612.7210611,blocked,3098,612.7210611,3
no,261,12/1/17 15:07,1,9,absent,531.6057244,blocked,3098,531.6057244,3
no,262,12/1/17 15:07,1,9,absent,622.1407742,blocked,3098,622.1407742,3
no,263,12/1/17 15:07,1,9,absent,568.8896934,blocked,3098,568.8896934,3
no,264,12/1/17 15:07,1,9,absent,539.1317768,blocked,3098,539.1317768,3
no,265,12/1/17 15:07,1,9,absent,533.9644167,blocked,3098,533.9644167,3
no,266,12/1/17 15:07,1,9,absent,526.676184,blocked,3098,526.676184,3
no,267,12/1/17 15:07,1,9,absent,721.526823,blocked,3098,721.526823,3
no,268,12/1/17 15:07,1,9,absent,461.3767126,blocked,3098,461.3767126,3
no,269,12/1/17 15:07,1,9,absent,610.3630531,blocked,3098,610.3630531,3
no,270,12/1/17 15:07,1,9,absent,580.2010141,blocked,3098,580.2010141,3
no,271,12/1/17 15:07,1,9,absent,540.1703131,blocked,3098,540.1703131,3
no,272,12/1/17 15:07,1,9,absent,572.9767703,blocked,3098,572.9767703,3
no,273,12/1/17 15:07,1,9,absent,583.7902095,blocked,3098,583.7902095,3
no,274,12/1/17 15:07,1,9,absent,549.4654703,blocked,3098,549.4654703,3
no,275,12/1/17 15:07,1,9,absent,527.7568093,blocked,3098,527.7568093,3
no,276,12/1/17 15:07,1,9,absent,578.5396981,blocked,3098,578.5396981,3
